,User,Skills
37,37,"['*', 'manual', 'testing', '*', 'functional', 'testing', '*', 'user', 'acceptance', 'testing', '*', 'web', 'based', 'application', 'testing', '*', 'writing', 'and', 'executing', 'test', 'cases', '*', 'mantis-defect', 'tracking', 'tool', '*', 'regression', 'and', 'negative', 'testing', '*', 'knowledge', 'of', 'sdlc', ',', 'stl', 'regression', 'testing,black', 'box', 'testing,web', 'application', 'testing,writing', 'test', 'cases,bug', 'reporting,test', 'reporting,bug', 'tracking', 'tool,jira,android', 'testing,defect', 'reporting']"
38,38,"['search', 'engine', 'marketing/sem', 'specialist,', 'affiliate', 'marketing', 'manager,pay', 'per', 'click/ppc', 'specialist,', 'display', 'marketing', 'manager', 'it', 'skills', 'details', 'digital', 'marketing,google', 'adwords,facebook', 'marketing,google', 'analytics,marketing', 'management,marketing', 'campaigns,campaign', 'management,brand', 'management,product', 'marketing,industrial', 'marketing']"
39,39,"['website', 'designing', '&', 'development', '(in', 'asp', '.net', '&', 'php)', '2d', 'animation,', '3d', 'animation,', 'graphic', 'degigning,', 'application', 'programming,', 'softwares', 'it', 'skills', 'details', 'photoshop,visual', 'c#,software', 'development,asp.net', 'ajax,c#.net,javascript,html,3dsmax,autocad,asp.net', 'mvc']"
40,40,"['entity', 'framework,linq,.net,asp.net,sql', 'server,c#,ado.net,javascript,html', 'it', 'skills', 'details', 'ms', 'sql', 'server,c#.net,windows', 'forms,.net', 'framework,ms.net,software', 'development']"
41,41,"['c#,asp.net,jquery,', '.net', 'framework,microsoft', 'technologies,oracle', 'business', 'intelligence,ms', 'sql', 'server,eclipse,visual', 'studio,javascript,c,c++,core', 'java,cloud', 'computing,', 'software', 'testing,html5,', 'data', 'structures,', 'css,', 'tfs,', 'github,', 'it', 'skills', 'details', 'visual', 'c#,asp.net', 'ajax,ado.net,software', 'development', 'methodologies,c#.net,software', 'engineering,entity', 'framework,vc++,wcf,asp.net', 'mvc']"
42,42,"['typescript,angular', '2,', 'angularjs', '1.x,', 'asp', '.net', 'mvc,rdbms,sql,,python,core', 'php,', 'html5', ',css3', ',data', 'structures,c', 'programmer,programming,javascript,visual', 'studio,c#,c#.net,ado.net,asp.net,asp.net', 'mvc,entity', 'framework,sql', 'database,sql', 'server,', 'sap', 'abap,', 'it', 'skills', 'details', 'jquery,software', 'development,c,c++']"
43,43,"['c,c++,c#,html,html5,xml,javascript,jquery,agile', 'methodology,core', 'java,asp.net,c#.net,.net', '4.5', 'it', 'skills', 'details', 'asp.net', 'ajax,ado.net,ms', 'sql', 'server,kendo', 'ui,telerik,jquery', 'mobile,software', 'development,visual', 'c#,ms', 'visual', 'studio.net,.net', 'framework']"
44,44,"['seo', 'writing,', 'article', 'writing,', 'content', 'designer,', 'content', 'writer,', 'photoshop,seo', 'writing,blog', 'writing,article', 'writing,web', 'content', 'writing,content', 'writer', 'creative', 'writing,content', 'editing,content', 'development,proof', 'reading,blogs,copy', 'writing,articles,creative', 'content,content', 'designing']"
45,45,"['content', 'writing,', 'article', 'writing,', 'blog', 'writing,', 'product', 'descriptions,', 'website', 'content,', 'e-mail', 'marketing', 'it', 'skills', 'details', 'web', 'content', 'writing,creative', 'writing,seo', 'writing,content', 'development,copy', 'writing,articles,blogs,business', 'writing']"
46,46,"['indesign,illustrator,photoshop,dreamweaver,flash,html', 'it', 'skills', 'details', 'graphic', 'designing,adobe', 'premiere', 'pro,adobe', 'after', 'effects,logo', 'design,graphics,creative', 'designing']"
47,47,"['indesign,photoshop,graphic', 'designing,corel', 'draw,illustrator', 'it', 'skills', 'details', 'graphics,visualiser,pagemaker,web', 'designing,user', 'interface', 'designing']"
48,48,"['search', 'engine', 'marketing', 'sem', '(google,', 'yahoo,', 'msn),', 'search', 'engine', 'optimization', 'seo,', 'smo,', 'social', 'media', 'marketing', 'smm,', 'html,', 'dhtml(vbscript', '&', 'javascript),', 'photoshop,', 'illustrator,', 'dreamweaver,', 'flash,', 'css,', 'adwords', 'editor,', 'google', 'analytics,', 'adcenter', 'tool', 'it', 'skills', 'details', 'seo', 'analysis,online', 'marketing,google', 'adwords,web', 'marketing,ppc,yahoo', 'search', 'marketing,email', 'marketing,affiliate', 'marketing,facebook', 'marketing,keyword', 'research']"
49,49,"['php,', 'my', 'sql,amazon', 'aws,', 'rest', 'api,', 'linux,lamp', 'it', 'skills', 'details', 'mysql,zend', 'framework,team', 'leading,smarty,ajax,ubuntu', 'linux,javascript,web', 'services,xml,html']"
50,50,"['e-commerce,digital', 'marketing,online', 'marketining,search', 'engine', 'optimization,search', 'engine', 'marketing,social', 'media', 'marketing,', 'mobile', 'marketing,', 'online', 'advertising,', 'media', 'planning,', 'brand', 'campaigns,', 'online', 'reputation,', 'internet', 'marketing,', 'digital', 'media', 'it', 'skills', 'details', 'online', 'marketing,business', 'development,display', 'advertising,email', 'marketing,online', 'branding,web', 'marketing,marketing', 'initiatives,online', 'media,seo,content', 'marketing']"
51,51,"['digital', 'marketing', 'strategy', '|', 'marketing', 'automation', '|', 'website', 'design', 'and', 'development', '|', 'email', 'marketing', '|', 'campaign', 'management', '|', 'search', 'engine', 'optimization', '|', 'search', 'engine', 'marketing', '|', 'customer', 'relationship', 'management', '|', 'social', 'media', 'marketing', 'online', 'marketing,business', 'development,google', 'adwords,sem,mobile', 'marketing,web', 'marketing,google', 'analytics,crm', 'management,ppc,web', 'analytics']"
52,52,"['digital', 'marketing,', 'campaign', 'management', 'social', 'media,', 'customer', 'engagement,', 'brand', 'management,', 'seo,', 'sem,', 'mobile,', 'customer', 'acquisition,', 'loyalty', 'mgmt,', 'people', 'mgmt,', 'agency', 'management,', 'communication,', 'atl-', 'tv,', 'radio,', 'outdoor,', 'print,', 'pr,', 'btl', '&', 'google', 'analytic', 'it', 'skills', 'details', 'business', 'development,strategic', 'brand', 'management,marketing', 'campaigns,integrated', 'marketing', 'communication,marketing', 'strategy,marketing', 'budget,marketing', 'management,people', 'management,mobile', 'marketing,online', 'marketing']"
53,53,"['it', 'infrastructure,', 'linux', 'system', 'administration,', 'citrix', 'server', 'administration,', 'cloud', 'technology,', 'network,', 'windows', 'system', 'administration', 'it', 'skills', 'details', 'networking,samba', 'server,network', 'administration,nfs', 'server,server', 'support,windows', 'server,dns', 'server,dhcp', 'server,firewall', 'management,administration', 'management']"
54,54,"['monitoring,jenkins,nginx,mysql,ansible,docker,chef,linux', 'system', 'administrator,aws,boto,python', 'scripting,networking(concepts),kubernetes,helm,mysql,gitlab-ci', 'it', 'skills', 'details', 'devops,redis,javascript,php,java,mongodb,elastic', 'search,mail', 'server']"
55,55,"['aws,rds,ftp,samba,mongodb,red', 'hat', 'enterprise', 'linux,veritas', 'netbackup,veritas', 'cluster,netapp', 'administraror,unix', 'administration,linux', 'administration,vmware,san,nas,scsi,fc,raid,google', 'cloud,chef', 'cook,elasticsearch,varnish,git', 'it', 'skills', 'details', 'linux', 'system', 'administration,samba', 'server,centos,redhat', 'linux,sun', 'solaris,linux', 'troubleshooting,ubuntu', 'linux,nfs,networking,ansible']"
56,56,"['social', 'media,', 'business', 'development,', 'internet', 'marketing,', 'new', 'product', 'development,', 'ecommerce,', 'strategic', 'alliances,', 'negotiations,', 'vendor', 'management,', 'project', 'management,product', 'management,digital', 'marketing,sem,seo,ppc,google', 'adwords,pay', 'per', 'click', 'it', 'skills', 'details', 'online', 'marketing,search', 'engine', 'marketing,seo', 'analysis,email', 'marketing,product', 'conceptualization,online', 'branding,product', 'strategy,community', 'development,product', 'marketing,product', 'planning']"
57,57,"['digital', 'marketing', ',', 'social', 'media', 'marketing,', 'mobile', 'marketing,public', 'relation', 'content', 'marketing,seo', 'analysis,online', 'marketing,email', 'marketing,facebook', 'marketing,sem,search', 'engine', 'marketing,web', 'marketing,brand', 'management,pay', 'per', 'click']"
58,58,"['brand', 'management,', 'brand', 'marketing,', 'marketing,', 'atl,', 'btl,', 'promotions,', 'marketing', 'communications,', 'marketing', 'strategies,', 'digital,', 'social', 'media,', 'pr,', 'branding,', 'brand', 'campaigns,', 'advertising,', 'brand', 'building,', 'brand', 'planning,', 'market', 'research,', 'consumer', 'insights', 'digital', 'marketing,strategic', 'brand', 'management,advertising', 'management,brand', 'strategy,brand', 'communication,marketing', 'strategy,brand', 'activation,marketing', 'management,brand', 'launch,media', 'planning']"
59,59,"['consumer', 'insights,marketing', 'strategies', '&', 'campaigns,product', 'positioning', '&', 'branding,media', 'planning', '&', 'buying,public', 'relations,budget', 'management,market', 'research,social', 'media', 'marketing,online', 'marketing,digital', 'marketing', 'new', 'business', 'development,advertising', 'management,brand', 'management,media', 'buying,marketing', 'budget,marketing', 'management,btl,marketing', 'campaigns,marketing', 'strategy,media', 'strategy']"
60,60,"['marketing', 'support,marketing', 'operations,marketing', 'planning,marketing', 'strategy,social', 'media', 'marketing,digital', 'marketing,online', 'marketing,corporate', 'communication,marketing', 'management,marketing', 'communication', 'it', 'skills', 'details', 'business', 'development,online', 'branding,offline', 'marketing,email', 'marketing,facebook', 'marketing,mobile', 'marketing,content', 'marketing,seo,sem,internet', 'marketing']"
61,61,"['digital', 'marketing,', 'online', 'marketing,', 'search', 'engine', 'optimization,', 'se0,', 'google', 'adwords,', 'email', 'marketing,', 'social', 'media', 'marketing,', 'pay', 'per', 'click,ppc,', 'affiliate', 'marketing,', 'blogging', 'web', 'marketing,facebook', 'marketing,online', 'branding,display', 'advertising,content', 'marketing,online', 'lead', 'generation,google', 'analytics,seo,business', 'development,online', 'advertising']"
62,62,"['media', 'marketing,media', 'planning,media', 'buying,brand', 'management,digital', 'marketing,marcom,brand', 'communication,brand', 'marketing,atl,btl,brand', 'management,marketing', 'integrated', 'marketing', 'communication,strategic', 'brand', 'management,brand', 'strategy,business', 'development,brand', 'planning,media', 'strategy,atl,btl,brand', 'positioning,marketing', 'management']"
63,63,"['paid', 'marketing,', 'roi', 'growth,', 'revenue', 'generation,', 'ppc,', 'pay', 'per', 'click,', 'google', 'adwords,', 'display', 'advertising,', 'digital', 'marketing,', 'mobile', 'marketing,', 'sem,', 'ppc,', 'search', 'engine', 'marketing,', 'yahoo', 'search', 'marketing,', 'it', 'skills', 'details', 'online', 'marketing,social', 'media', 'marketing,google', 'analytics,internet', 'marketing,web', 'marketing,email', 'marketing,facebook', 'marketing,content', 'marketing,social', 'media', 'optimization']"
64,64,"['digital', 'marketing,', 'online', 'marketing,', 'seo,', 'search', 'engine', 'optimization,', 'online', 'marketing,', 'web', 'marketing,', 'internet', 'marketing,', 'search', 'marketing,', 'mobile', 'marketing,', 'product', 'marketing,', 'it', 'skills', 'details', 'seo', 'analysis,social', 'media', 'marketing,google', 'adwords,web', 'promotion,email', 'marketing,inbound', 'marketing,facebook', 'marketing,social', 'media', 'optimization,google', 'analytics,ppc']"
65,65,"['e-commerce,digital', 'marketing,social', 'media', 'marketing,web', 'development,magento,prestashop,ecommerce', 'development,ecommerce', 'head,product', 'development,product', 'manager,product', 'development,new', 'product', 'development,product', 'strategy,agile', 'project', 'management', 'product', 'management,product', 'planning,business', 'development,content', 'marketing,online', 'marketing,technology', 'marketing,business', 'alliances,team', 'management,customer', 'marketing,web', 'technologies']"
66,66,"['undefined', 'digital', 'marketing,display', 'advertising,web', 'marketing,marketing', 'management,social', 'media', 'marketing,brand', 'management,online', 'marketing,internet', 'marketing,email', 'marketing,integrated', 'marketing']"
67,67,"['brand', 'marketing,', 'agency', 'management,', 'online', 'campaign', 'analysis,', 'social', 'media', 'engagement,', 'content', 'writing,twitter-linkedin', 'management,', 'radian', '6,community', 'development,', 'sap', 'sme,facebook', 'marketing,comment', 'marketing,', 'mobile', 'marketing,', 'affiliate', 'marketing,', 'it', 'skills', 'details', 'digital', 'marketing,online', 'marketing,email', 'marketing,business', 'development,marketing', 'management,marketing', 'communication,advertising,strategic', 'positioning,brand', 'selling,media', 'planning']"
68,68,"['undefined', 'it', 'skills', 'details', 'web', 'marketing,facebook', 'marketing,digital', 'marketing,mobile', 'marketing,content', 'marketing,online', 'marketing,social', 'media', 'marketing,email', 'marketing,online', 'branding,marketing', 'budget']"
69,69,"['digital', 'marketing,', 'mobile', 'marketing,', 'social', 'media', 'marketing,', 'sem,', 'digital', 'strategy,', 'campaign', 'planning', 'and', 'execution,', 'agency', 'management,', 'media', 'buying', '&', 'planning,', 'marketing', 'communication,', 'web', 'analytics,', 'digital', 'marketing', 'manager,', 'online', 'marketing,', 'search', 'engine', 'marketing,content', 'marketing,digital', 'branding,digital', 'media,media', 'strategy,media', 'planning,brand', 'campaigns,brand', 'management,online', 'media,online', 'lead', 'generation']"
70,70,"['sr.', 'manager-', 'digital', 'products', '&', 'marketing,head/vp/gm-online/digital', 'marketing,digital', 'marketing,product', 'mgmt,brand', 'mgmt,sales', 'operations,marketing', 'communication,email', 'marketing,online', 'marketing,campaign', 'mgmt,social', 'media', 'marketing,revenue', 'generation', 'online', 'branding,web', 'marketing,search', 'engine', 'marketing,online', 'lead', 'generation,content', 'marketing,business', 'development,digital', 'branding,campaign', 'management,online', 'advertising,brand', 'campaigns']"
71,71,"['head/vp/gm/mgr-online', '-digital', 'marketing,marketing,mobile', 'marketing,media', 'planning', '&', 'pr,product', 'mgmt,events', '&', 'exhibition,web', 'analytics,online', 'marketing,social', 'media', 'marketing,', 'sem,', 'google', 'adwords,email', 'marketing,', 'atl', 'com,', 'it', 'skills', 'details', 'affiliate', 'marketing,seo,content', 'marketing,offline', 'marketing,digital', 'strategy,digital', 'advertising,digital', 'media,content', 'strategy,marketing', 'campaigns,product', 'management']"
72,72,"['online', 'campaign,', 'brand', 'promotion,', 'production', 'supervision,', 'operations,', 'search', 'marketing,', 'social', 'media', 'marketing,', 'lead', 'generation,', 'digital', 'engagement,', 'online', 'sales.,', 'digital', 'marketing,', 'sem,', 'seo,', 'ecommerce', 'it', 'skills', 'details', 'online', 'marketing,search', 'engine', 'marketing,web', 'marketing,mobile', 'marketing,brand', 'management,brand', 'campaigns,ppc,smo,digital', 'branding,marketing', 'management']"
73,73,"['appium,', 'mongo', 'db,', 'unix,selenium', 'webdriver,webservices', 'testing,automation', 'testing,testng,java,javascript,manual', 'testing,quality', 'center,radar,python,sql,appium,database', 'testing,mobile', 'test', 'automation,mobile', 'automation,junit,xss', 'testing,security', 'testing', 'it', 'skills', 'details', 'software', 'testing,functional', 'testing,regression', 'testing,mobile', 'application', 'testing,web', 'services', 'testing,web', 'application', 'testing,qc,ui', 'testing,quality', 'assurance,jira']"
74,74,"['automation', 'testing,python,java,black', 'box', 'testing,functional', 'testing,regression', 'testing,selenium,appium,android', 'testing,cucumber', 'it', 'skills', 'details', 'smoke', 'testing,gui', 'testing,compatibility', 'testing,system', 'integration', 'testing,browser', 'testing,selenium', 'webdriver,web', 'application', 'testing,white', 'box', 'testing,test', 'scripts,test', 'cases']"
75,75,"['marketing', 'strategy,', 'team', 'management,', 'entrepreneurship;', 'e-commerce,', 'marketing,', 'pr,', 'events,', 'customer', 'intimacy,', 'branding,', 'external', 'communications,', 'digital', 'marketing', 'new', 'business', 'development,facebook', 'marketing,marketing', 'budget,affiliate', 'marketing,content', 'marketing,social', 'media', 'marketing,strategic', 'marketing', 'planning,digital', 'branding,search', 'engine', 'marketing,web', 'marketing']"
76,76,"['account', 'management,', 'relationship', 'management,', 'consultative', 'sales,', 'digital', 'marketing,', 'digital', 'sales,', 'digital', 'media,', 'online', 'advertising,', 'internet', 'advertising,', 'display', 'advertising,', 'search', 'engine', 'marketing,', 'pay', 'per', 'click,', 'google', 'adwords,', 'ppc,', 'sem,', 'online', 'marketing,social', 'media', 'marketing,mobile', 'marketing,web', 'marketing,marketing', 'management,content', 'marketing,campaign', 'management,marketing', 'analysis,brand', 'marketing,media', 'strategy']"
77,77,"['e-commerce,', 'online', 'marketing,', 'promotions,', 'online', 'branding,', 'digital', 'marketing,', 'mobile', 'marketing,', 'internet', 'marketing,', 'online', 'promotion,', 'category', 'management,', 'promotion', 'planning,', 'marketing', 'strategy,', 'campaigns,', 'consumer', 'insights,', 'product', 'marketing,', 'social', 'media', 'marketing,email', 'marketing,marketing', 'management']"
78,78,"['sas,', 'data', 'analytics,', 'web', 'analytics,', 'sem,', 'ppc,', 'google', 'adwords', 'certified,', 'google', 'analytics', 'certified,', 'bing', 'ads', 'accredited', 'professional,', 'digital', 'marketing,', 'statistical', 'analysis,', 'segmentation,', 'logistic', 'regression,', 'sql,', 'advanced', 'excel,', 'data', 'visualization', 'it', 'skills', 'details', 'seo,facebook', 'marketing,online', 'marketing,website', 'analysis,mobile', 'marketing,keyword', 'analysis,email', 'marketing,webtrends,search', 'engine', 'optimization,site', 'analysis']"
